Date,Link,Message
2020-05-02 06:06:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6662221563011698688,Congratulations! Shivam Singh
2020-04-30 02:45:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660938834085314560,Thanks for sharing this helpful advice...

Cover letter!
2020-04-30 01:38:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660950295587237888,Congratulations! SHIVAM SINGH
2020-04-29 15:31:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6661253514364366848,Rstudio 👩‍🔧😀😀
2020-04-29 11:07:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6660938161167958016,Congratulations Shivam Singh for one more achievement in your bucket
2020-04-29 04:27:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6660938990805487616,Congratulations! Shivam Singh
2020-04-28 07:09:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6660615624974225414,Congratulations!
2020-04-26 06:07:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6659464760909791232,Thanks! Mayank Sharma
2020-04-25 13:37:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6659363283662962688,Interested
2020-04-22 15:40:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658408318043815937,Interested
2020-04-22 15:29:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658456671691517952,Interested
bharatbrijwasi777@gmail.com
2020-04-22 15:17:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658428593657470976,Thanks Prachi Malhotra for sharing this...
2020-04-21 16:52:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6658403374288994304,"Good work @ Archana R. 
Improve GUI for better visibility, use another theme if possible"
2020-04-21 02:16:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6656842414294171648,Interested
Data science intern
2020-04-21 00:01:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6657103938405400576,Congratulations!
2020-04-20 23:58:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6654868920417300480,Can you share data resource link
2020-04-20 23:56:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6654868920417300480,Excellent !
2020-04-20 23:50:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6656619556179664896,Interested
bharatbrijwasi777@gmail.com
2020-04-20 15:05:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6657411988395827200,Interested
2020-04-14 11:28:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6655693907902464000,Interested
bharatbrijwasi777@gmail.com
2020-04-11 16:44:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6654665815893336064,Congratulations brother !!
2020-04-11 08:47:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6654611786345603073,Interested
2020-04-09 15:44:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653167217133346816,Congratulations !!!
2020-04-08 16:04:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6652411320551464960,bharatbrijwasi777@gmail.com
2020-04-08 16:02:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653596138660298752,Interested in Analytics!
bharatbrijwasi777@gmail.com
2020-04-08 16:00:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653562152613449728,bharatbrijwasi777@gmail.com
2020-04-08 15:49:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653374763282628608,I'm Interested in Data Science intern
2020-04-07 09:23:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653163996876763136,Interested
2020-04-04 16:55:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6637216561381904384,Interested... please reach out to me
2020-04-04 16:54:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6650868075505823744,bharatbrijwasi777@gmail.com
2020-04-04 16:11:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6652195570742063104,Interested... please reach out to me !!!
2020-03-25 10:09:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6648468006697562112,It's new experience for me.
I'm interested
2020-03-19 15:44:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6644596862173229056,Interested
2020-02-29 16:42:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6635840622303469569,Interested
2020-02-21 04:00:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6635028096712048640,Interested
2020-02-15 04:51:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6634128682610978816,Congratulations deepanshi for your achievement ✌️
2019-12-30 13:40:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6617324040027676672,Congratulations Abhishek Thakur 👍
2019-12-26 13:53:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6615568580710887424,Interested
2019-12-22 16:48:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613433770219536385,Great !!!
2019-12-22 16:47:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6614484690290216960,Interesting
2019-12-22 16:46:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613817142003494912,"Adarsh Awasthi data visualization, data entry"
2019-12-21 15:37:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6613817142003494912,Interested
2019-11-10 18:33:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6599211081518940161,Gla university
2019-10-25 11:30:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6592792334889517056,Okk
2019-10-11 13:31:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6585738452891983873,Interested for data science intern
2019-10-03 06:33:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6584266873217613824,Mathura
2019-10-01 04:57:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6584653436812394496,"Are you interested in any one from these.. Content writer, graphics designer, SEO and SEM"
2019-09-30 04:58:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6584276134408622080,Share CV on bharatbrijwasi777@gmail.com
2019-09-25 02:02:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6582316831963398144,Congratulations mr. Asarudheen
2019-09-21 17:49:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6581115107789639680,My friends recently completed diploma with electrical engineering can he apply
2019-09-21 17:36:23,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6581219538908610560,I want to know about it can we discuss in specific time..
Please schedule your time

https://calendly.com/bharat_sharma
2019-09-05 09:10:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6573782573976256512,Please provide me your mail id through which I can share resume
2019-09-01 07:52:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6573782573976256512,Sir my friends completed diploma from electrical engineering in 2019 now he looking new opportunities can he apply for this. He has good knowledge of basic computer
2019-08-16 03:34:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6567837423345156096,Great work. !! Can you share code link I want to check out.
2019-08-12 12:17:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6566585099918372864,Interested please review my profile
2019-08-10 11:52:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6564592836472381440,"This field is very crucial because, at this time most of IT sector want to shift this technology but due to Lake of knowledge they can't do that. Only MNCS organisation take benefits. Problem with small industry is that they think this technology like convennsatioal  analytics. Most of employees don't judge this field they work old manner. They need to change management and infrastructure (not hardware, other services like parallel computing, cloud services). Very few organisation work in this field and they earn benefit to decide what coustomer want by getting valuable insight from data. So organisation need to skilled employees for that..!!"
2019-08-09 13:31:54,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A1906826-6565510656861188096,I'm from India so I looking when this kinds of seminar will organise in India.!!!
2019-08-09 13:24:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6565556290213515264,This kinds of real story become inspiration for those people who against the Indian army specially Kashmiri peoples who generat irrespective activity...we need to share this kind of real fact more and more
2019-08-09 08:34:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6565475478122139649,Great meetup to new students and management. !!! 👍🤗🤗
2019-08-07 00:57:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6564582004745125888,A great journey end... Very outstanding politicians.. god bless shushama ji
2019-08-06 11:09:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6564418927512915968,Thanks for your continuous supporting..👍👍👍
2019-08-05 01:58:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562929599267901440,Inspiration to all !!!✌️✌️
2019-08-05 01:55:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563298520730738688,Excellent post !!!
2019-08-03 03:56:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563125241919475712,Great meetup !!!
2019-08-03 03:54:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6563222926475264000,Please review my profile. !!!
2019-08-02 10:21:50,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562936794415939584,Congrats Dr. Marcell
2019-08-02 04:15:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6562712825272295424,Very innovative way to post the job and understand job role...I love it. !!!
2019-08-01 11:09:54,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A1906826-6562628029812613121,I from India so can I access online this session
2019-08-01 08:46:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562462947472474113,Great meetup.!!!
2019-08-01 06:03:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6562342078964125696,"Thanks for sharing motivated information... Anil gupta sir...
 Mera answer bhi 3rd vala tha Lekin jab Maine niche ka read Kiya me surprise ho gya...Lekin ye sab logo ek din apne comfort join se hatkar kaam kiye, life ko challenge Kiya tabhi aaj bhi ye log history me aage hote hain....!!!"
2019-07-28 15:23:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6561232550889652224,Great sir !!!
2019-07-26 04:51:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6560163249755652096,Thanks for sharing
2019-07-20 14:57:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6554956839010820096,Yes.. Please.  bharatbrijwasi777@gmail.com
2019-07-16 01:30:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6556581018990665729,Congratulations...Smriti !!!
2019-07-04 05:40:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6552402853464551424,It seems a great event...
2019-06-26 11:06:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6548819437200384000,Thanks..!!! For sharing👍👍
2019-06-24 18:32:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6548915251964932096,Kindly find attachment that I shared you through mail...
2019-06-24 17:16:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6546750281374412801,Steve Nouri please share me....
2019-06-24 12:55:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6546750281374412801,Steve Nouri something...But supposed we have geolocation type data . So we can implement them...Please provide me R code
2019-06-24 11:28:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6546750281374412801,Pdf is good but I have doubt how I can used clustering in location...
2019-06-23 18:00:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6548536025726189568,More valuable content ...Thanks for sharing !!!
2019-06-23 17:45:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6548574466283307008,I read out whole pdf I found valuable content....Thanks for sharing !!!
2019-06-23 06:07:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6548410907008036864,Congratulations !!!!
2019-06-23 05:53:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6548259383304908800,Komal Guptadone
2019-06-23 03:32:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6548259383304908800,Info pls..
2019-06-23 01:01:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6548205227588325376,Congratulations !!! @Tanisha
2019-06-21 11:13:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6547776771490701312,I am interested
2019-06-21 09:17:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6547008060349607936,Interested
2019-06-20 17:12:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6547504314104016896,May be...
2019-06-20 15:38:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6547490362485719040,It's great platform for data analytics... Thanks for sharing
2019-06-19 15:14:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6547079321612324864,Thanks for sharing a wonderful notes..
2019-06-19 15:13:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6547104023445630976,"Wish you a very happy birthday sir, god bless you sir"
2019-06-19 03:42:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6546467811072450560,I am interested
2019-06-18 05:54:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6546323418969632768,Yes I am interested
2019-06-17 12:45:13,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6546304304188399617,Great work !... I think this kinds of projects more beneficial for government.
2019-06-16 01:10:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6545683564095250432,"That's great work by you, some of from these are unknown for me... Thanks"
2019-06-15 08:05:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6545560864672616448,"I think, for data visualization and stat, R is better than Python"
2019-06-14 00:35:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6544264689113759745,Wow !! That's amazing
2019-06-14 00:29:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6544862757488037888,Great ! Can you share code
2019-06-11 15:04:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6544188958757228544,"Data, Data.... all IT company moves towards data analytics. It's means, Data become driven force of every organisation for better decisions for future plan.."
2019-06-10 01:51:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6543147997524525056,Congratulations ...!!! @
2019-06-08 03:06:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6542725458251878401,Congrats Tanmay Raj
2019-06-08 01:24:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6542933218809733120,"Pls, subscribe my channel ""AnalystGuru"""
2019-06-06 09:08:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6542324471796207616,"pls subscribe my channel ""AnalystGuru""."
2019-06-05 07:22:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6541630922708615169,Thanks
2019-06-04 16:49:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6541630922708615169,Thanks !
2019-06-04 08:30:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6541178023494942720,Great!!!
2019-06-04 04:08:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6540893445605724160,No
2019-06-02 16:37:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6540577672341352448,Congratulations sir...
2019-06-02 02:26:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6540523927280680960,Congratulations ....
2019-06-01 10:57:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6540435760548548608,True words..
2019-05-31 02:12:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6539852981502861312,"Kya sir aap bhi bindaas ho,😍😀😍"
2019-05-31 00:01:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6539855160863227904,Thanks !
2019-05-30 09:26:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6536293038703116288,Amazing
2019-05-30 00:30:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6538767768420999169,Which package is used such type of plotting
2019-05-30 00:29:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6538767768420999169,Superb ! Data visualisation...
2019-05-29 00:24:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6537966242416914432,Great work
2019-05-28 16:46:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7714825089540911924,Bharat Sharma
2019-05-28 16:25:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6525627098839769088,Superb ! Work by GLA
2019-05-26 02:42:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6537990238248230912,"Yes, I am looking for part time job from home pls review my profile"
2019-05-22 09:37:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6536869226844655616,Congratulations!
2019-05-17 17:39:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6523476397430804480,Pls share at---
 bharatbrijwasi777@gmail.com
2019-05-05 18:42:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6528807696836096001,Congrats Anjali
2019-05-05 10:12:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6530690522720370689,Congrats Priyasha
2019-04-29 07:18:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6526465169210507264,"Dear,
Thanks for posting. I am interested so please review my profile"
2019-04-24 15:54:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6524553542869487616,Please review my profile.
bharatbrijwasi777@gmail.com
Thankyou
2019-04-24 15:52:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6526287130921050113,Congratulations!
2019-04-24 15:49:06,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A1906826-6526469891564793856,Can we join through media I mean live session through digital way or online
2019-02-12 17:56:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6500668164148420608,Congratulations sir
2019-02-10 12:04:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6497053564660219904,Please share details at bharatbrijwasi777@gmail.com
Regards
Bharat Sharma
2019-01-18 05:33:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6490855660404736000,Congrats Nitin
2019-01-18 05:32:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6490418760099340288,Congrats Munesh
2019-01-16 04:52:11,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6488711390054965248,Congrats Neha
2019-01-16 04:52:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6488613041431683072,Congratulations!
2018-12-16 11:40:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6480033429403598848,It is very helpful for me please visit everyone
2018-12-16 10:58:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6478713813133815808,Congrats Ankita
2018-12-08 13:34:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6475925999182704640,Congrats Shruti
2018-10-22 12:45:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6450963022356766720,Congrats Asha
2018-10-22 12:44:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6446361309440241664,Congrats AYUSHI
2018-10-11 06:07:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6434760687507079168,Congrats Arnab
2018-10-09 10:39:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6445989784589557760,Awesome thoughts
Very nice
2018-10-08 12:58:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6435083824425734144,Congrats Deepanshi
2018-10-07 10:25:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6446361309440241664,Congrats AYUSHI
2018-10-07 06:56:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6450963022356766720,Congrats Asha
2018-09-23 13:53:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6435083824425734144,Congrats Deepanshi
2018-09-15 08:43:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6440397009819041792,Congrats Manav
2018-09-15 08:41:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6437501266368172032,Congrats Er. Suraj
2018-09-13 14:27:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6442571756141047810,Congrats Er. Suraj
2018-09-09 05:31:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6435083824425734144,Good luck with your new role!
2018-09-06 16:00:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6425696621383778304,Congrats BRIJ PRATAP
